400X5

1.300.767	738	2344428	74237	18
394.876	637	705701	28743	14
149.741	735	2502159	12800	19
148.538	819	4358974	124024	33
6145	746	1406211	159500	19
857.661	725	282714	25632	29
65.108	757	2474862	2101	18
166.648	686	3134243	3590	21
116.664	631	74951	6632	16
41776	663	1657605	21584	19
298.498	718	6962969	4597	48
409.888	696	1663774	2209	2
491.512	634	1010796	5032	12
267.178	737	2007521	42310	21
42.489	77	3999392	50346	29
1.957.751	542	467943	56511	19
142.597	699	1068266	10143	21
350.151	629	4210871	2543	22
395.396	778	3482743	134364	22
65161	711	2173838	6947	17
519.194	687	1456603	3856	18
179.397	611	83326	18239	12
201.938	659	1406439	10597	21
835.709	629	701173	40440	12
450.755	553	58429	4873	24
2.220.279	666	1314641	39128	18
468.407	539	598795	14662	16
206.478	575	723018	9449	17
104821	734	233335	274013	22
237.013	571	601283	4325	18
1.225.889	555	740698	13454	17
3512	759	2062235	118917	31
190.526	707	99698	2820	14
72.684	626	672547	5554	15
221.399	586	932859	9375	17
814.994	594	710432	19723	16
535.638	714	2538437	35768	21
1.913.396	742	2603347	20784	28
772.228	712	4060591	70481	23
185.909	728	2115642	24575	2
71.621	555	740797	4187	19
759.367	65	2020203	11407	19
335.482	592	797655	18258	16
32709	699	2302816	8918	19
247.716	754	1153264	10963	21
299.734	645	1181502	43640	17
309.621	737	2349212	26024	23
8389	587	773855	12371	16
341.974	503	634719	3029	18
2.953.978	68	3631076	10901	17
289.433	773	4595635	25073	24
476.039	605	620942	9490	16
1.570.582	584	815748	9220	15
311.801	72	3018281	7692	19
782.141	577	1085371	6620	15
631.691	632	872988	5798	13
1.031.823	667	2434872	3911	2
115.242	612	1004435	4905	18
73.631	563	789624	7641	14
196.325	582	806014	20460	15
113.886	723	290889	1956	22
7108	688	2611113	122365	27
268.241	702	2761425	5205	23
1.497.094	717	1285356	253717	24
1.168.443	618	686288	51738	17
312.279	686	2426423	76776	23
954.284	712	2323724	13675	2
228.017	605	1034433	32429	17
193.055	638	150213	5152	22
310.163	711	2809758	6041	19
737.255	684	3948036	8397	28
1.311.628	571	561381	60030	16
299.418	775	1807625	78381	3
371.612	586	883714	26143	16
37.905	592	865637	1731	15
238.273	777	4733925	3051	23
342.887	7	3824188	6356	25
384.521	764	4140293	52066	24
112.691	668	1038123	3741	15
146.779	571	659132	5358	15
539.079	617	676641	52216	16
13.420.443	645	2519542	15534	26
1.060.172	647	1899237	5731	18
47.656	576	1036446	3173	16
107.819	742	4312592	3382	27
152.172	705	4090794	2185	24
181.328	761	4178896	4407	23
221.654	565	817054	2931	17
507.942	662	2216958	4370	22
1.188.781	581	703162	13480	27
433.257	681	1520471	9459	2
2.181.583	634	3569139	5690	18
7.431.482	688	1609239	24835	22
470.343	675	1915977	14697	18
209.965	8	2351388	486388	21
11.699.146	731	230552	95630	2
81.604	817	10524904	75129	34
217.726	739	1464455	18654	18
868.914	61	726423	14043	17
326.515	651	1306111	8870	15
439.878	675	1196346	10793	15
281.022	62	798753	5613	17
243.173	722	2368141	4095	19
243.351	709	2405284	41932	2
4.915.073	515	739138	59735	19
95.429	744	387572	8335	31
119.327	78	3145086	1611	27
77.455	739	2079445	2877	19
89.803	757	2220457	2882	18
61.362	566	714081	3808	14
370.521	673	1841902	5056	2
49.832	725	1515077	1833	22
3.705.838	678	1678534	348718	2
259.609	655	2095484	3422	2
335.941	64	226261	137578	19
2.508.979	619	1023709	14991	21
716.719	596	876447	32267	25
3.089.537	596	5134131	14719	32
96.536	845	6474484	363140	4
1.193.385	57	633646	30879	17
308.218	702	4556797	6878	23
205.552	669	111445	5315	15
182.105	771	3925526	265201	24
183.517	767	3965035	119898	27
420.703	79	2717562	92768	22
52237	587	65245	9753	15
269.987	544	587322	4390	18
1.373.059	638	1198244	11677	17
2.920.679	6	102892	12935	18
102.487	678	918472	2615	18
397.916	687	2033146	19856	19
655.239	544	1168622	22365	14
63.665	752	4096215	2977	23
151.984	71	2497334	3912	18
118643	671	267294	11683	22
359.712	706	1214855	5957	16
60.688	735	3000025	14650	22
377.764	775	2764319	49738	23
5.347.468	599	1146778	18174	19
216.688	749	4310995	4012	23
293.279	752	29635	28210	22
110.815	552	705031	14651	17
3.779.348	646	2515653	43530	21
5.079.662	585	676824	48365	17
109.394	623	734796	2245	17
319.056	729	2747314	2636	24
2.140.109	595	699004	51084	17
189.717	761	1900364	3300	22
