5165X5

245.522	698	2711286	8996	15
1.164.062	772	4772025	104283	29
162.875	683	2230689	10578	21
264.904	722	2267272	1856	2
509.873	749	3169898	39811	23
323.369	667	1105218	73667	17
283.124	727	1358066	14956	17
110.724	684	2465921	12143	16
504.973	744	1644485	8452	18
148.134	579	874246	18489	23
331.156	682	2420518	27401	21
112.089	562	806483	2126	14
266.596	594	836905	22776	17
35.641	608	728625	6975	17
305.227	697	954196	3879	17
85.907	695	1026503	11107	2
415.585	704	1757118	9455	22
1.074.595	687	3040284	2957	18
115.505	606	1591683	14307	2
159.378	643	898396	2859	15
243.329	582	83717	5192	16
5.279.419	656	1086319	18243	16
25.107.968	675	2873364	21357	21
4.426.571	702	1940143	107345	19
239.562	67	3206158	2301	2
132.624	733	6317554	9451	3
70.751	728	7388079	32260	2
173.578	77	1952064	8520	16
1.066.362	618	593544	7777	9
821.663	583	698295	5748	14
316.236	519	631668	2511	17
374.697	548	68262	19154	14
156.639	733	2761893	29304	2
682.761	56	589601	4656	16
5.786.871	651	1190079	10727	27
157.957	769	4682878	20272	21
124.317	669	1542728	2906	2
120.912	74	2093332	9050	19
316.509	707	2240508	13388	19
425.933	698	1597847	14255	2
2.513.597	657	2684377	18922	21
94.301	764	2268757	3564	21
178.026	749	1910937	51986	24
3.055.292	675	1830163	9138	18
96.167	784	5807236	86430	28
90.769	715	4241582	2261	21
271.643	694	2112998	10614	19
110.901	742	1960244	7877	19
69.373	735	1113383	1842	21
440.347	728	2545799	15999	2
1.116.331	6	698564	23254	15
4.974.175	588	1108449	6986	18
969.587	729	292288	34064	2
460.609	805	2745495	102924	25
1.690.703	499	526455	7717	14
126.428	609	829532	3921	15
158.891	694	1891651	14118	14
434.792	747	2293323	26196	17
76.435.093	45	790938	19054	15
137.663	736	2853574	3999	22
533.258	561	104265	47744	19
94.192	733	2671858	3254	22
1.836.925	588	1019353	13762	19
478.521	765	3856269	139683	28
232.868	708	2251264	11804	17
394.976	67	1074973	18089	17
1.091.541	52	661235	44734	2
1.254.832	656	1166075	5023	18
347.722	743	3655806	7091	25
896.954	621	764956	9768	16
158.291	707	2399049	3718	2
445.394	568	815332	12706	17
434.498	773	180197	15085	18
56534	7	1560063	3422	18
181184	519	876554	30471	2
75283	677	1015882	3735	13
206.613	733	2643093	5688	21
885.836	605	687905	24496	14
7.652.851	577	715234	38454	16
540.689	714	4728835	5337	2
33837	705	1516958	13112	23
1.213.055	767	2502377	89479	21
17.074.052	541	618943	15947	22
1.305.522	554	569279	11503	15
174.235	66	1913214	2494	16
150.213	627	947158	9776	2
203.153	641	52144	11975	14
1.788.463	642	85609	10752	15
1.683.073	651	992892	103359	17
615.589	629	1702176	17053	22
823.723	578	488887	17435	19
674.512	537	522515	5574	16
110.372	746	1923179	16843	23
750.554	681	1250098	19315	17
4.093.582	74	2105736	122209	28
4.397.321	471	522045	29808	11
102.242	581	803047	9070	15
245.661	609	1569296	9309	16
3.320.723	589	825348	14323	19
37583	578	705903	46110	2
7.808.924	564	4986693	11375	23
967.514	585	626979	21403	2
146.433	627	643127	6228	15
916.931	702	1918597	31794	17
91.635	669	80323	5188	18
556.266	671	989289	8051	16
1.784.844	655	1468774	4677	2
95.259	746	1130414	12344	18
11128	716	166891	10317	23
46.244	845	3745122	135268	24
145.762	728	126753	10413	18
99.424	756	2529546	21884	24
102.251	696	1515623	12671	22
348.926	696	4977457	12602	28
149.881	756	1823749	8908	25
13.141.757	687	2853909	94779	2
1.455.819	741	2008048	24018	2
1.080.329	606	75656	18027	18
616.427	733	171422	10867	21
257.753	568	930949	21156	15
47.266	692	1039822	5739	16
483.789	599	808155	4984	15
147.912	672	2035954	2751	19
1.541.846	638	2536051	3500	18
3.115.684	681	4241332	6795	19
445.192	727	1834707	32486	21
2.956.649	594	2097551	3200	19
409.507	579	55513	13765	2
153.142	711	2129107	3406	17
340.585	722	2486807	31968	24
260.212	719	2483569	6763	19
2.208.324	592	956212	18619	14
11.174.474	6	102076	7872	18
198.313	649	746025	5648	16
436.395	61	1314671	7440	23
124.557	748	3144825	6109	23
50.582	558	728258	4925	17
825.682	574	2099101	28085	18
759.186	769	1756698	136689	21
569.508	683	1200501	59811	16
538.636	696	1560941	12300	18
205.212	699	1229235	7251	18
1.310.588	662	4768437	121190	29
152.626	566	751398	4064	17
122.450.769	5	552556	27743	15
444.405	75	2700186	34602	22
150.121	788	3576238	36331	26
93.108	701	1907179	1739	23
263.382	577	674442	3889	17
1.657.413	575	1012809	22082	17
120.286	577	60603	14224	13
775.655	562	715981	15421	2
374.374	567	759818	8241	19
131.633	557	858291	16064	17
944.521	683	1854042	45283	19
595.213	572	709669	5979	15
76.616	615	1744795	8401	16
5.981.569	693	307689	33644	27
405.681	66	1274684	5653	16
765.157	551	1269914	34121	22
5.190.339	606	641221	87135	13
9.079.291	748	2662426	58974	21
63.373	734	1178637	3253	2
115.724	744	265546	2828	2
1.586.629	63	594385	14560	15
1.106.345	603	1093788	4544	14
58461	733	1985728	97460	18
1.054.448	662	4385598	4223	18
728.948	67	2227301	13365	2
147.139	723	2160217	1915	25
214.411	577	1007547	6258	15
100767	641	1017705	7781	19
89.598	649	1291939	29807	21
60.033	763	4183867	2516	27
383.628	624	895754	5624	17
547.133	729	2777295	179451	22
140.351	738	4780619	27781	22
11.422.537	557	613869	54915	21
171.402	706	2240939	10314	19
516.732	71	3110204	5474	22
1.722.508	595	668457	46291	15
245.805	616	654683	20978	18
2.028.304	557	660233	3294	19
7.861.762	721	2414584	157638	21
5.751.765	574	671604	31542	17
302654	57	644967	62458	15
233.379	586	929854	42438	17
1.566.161	789	3184209	120638	24
146.025	725	1400022	31921	21
1.093.248	742	6031359	10435	32
41451	607	516568	15217	15
159.429	612	796434	6925	15
201.585	602	846046	6251	21
711.887	599	668567	22440	14
207.297	61	1218666	16296	31
7133	642	10907	5643	15
383.405	571	655905	14880	15
648.896	65	1398914	11486	19
8207	734	1671521	20882	21
65.701	786	18222517	267534	45
170.912	751	449412	21073	26
2.417.599	71	2834147	22389	22
158901	545	567825	26421	19
319.499	594	795353	18757	17
849.526	761	2498305	61480	25
1.828.024	684	2657753	11248	21
308.581	619	936389	35351	18
667.684	801	3462103	371690	28
27.536	649	1182933	97010	18
683.192	78	3612107	77761	23
1.623.878	638	1186018	53110	16
843.021	623	582448	32378	17
148.107	681	1571068	3774	19
1.275.849	716	3023734	28514	25
109.143	674	1600322	10416	22
147.954	554	562567	11103	18
242.689	716	2764278	15656	19
499.393	576	733118	3947	17
538.133	675	2160536	6304	19
4.892.603	698	1734446	24331	2
569.428	512	500951	7422	17
75.142	578	527103	11992	18
601.167	578	754922	7347	17
243.531	551	669184	3503	2
1.830.797	642	772718	20670	17
100.153	592	846278	17685	13
1.059.458	746	2034021	1452275	35
66.655	593	780646	4453	14
78.985	684	1554587	495783	23
393.086	66	1337576	3503	17
1.931.985	598	1182121	24013	21
92.866	705	1719991	2709	22
772.757	575	57382	18247	16
331.401	81	3491013	2523794	35
647.697	629	1717593	75986	2
333.259	517	1044092	6797	18
334.909	686	5244539	26158	3
365.923	655	1447126	7841	19
4.398.418	588	786299	17249	19
788.584	557	562269	10037	15
1.781.734	546	617749	5528	14
388.798	74	1907128	11425	21
187.826	665	2053417	60990	22
132.395	619	1196348	2227	2
8.695.392	574	620356	41329	17
301.687	744	4034252	2925	32
301.069	582	735676	5527	2
27407	778	463777	115069	3
797.716	601	475458	20881	17
587.106	628	728119	12360	26
488.756	604	813627	4720	14
50.628	558	772697	3438	18
244.158	734	1680894	11180	19
247.221	604	770363	5973	19
926.888	638	1429373	4518	18
491.546	73	2679037	59297	29
1.225.335	612	81378	5413	18
427.803	594	751053	4678	15
17.472.785	506	690722	18978	14
580.917	489	621034	6106	2
1.244.074	559	552628	12637	18
343.856	749	5728341	427146	34
490.818	606	1010784	60549	14
283.535	62	824369	3613	15
140.082	744	1555381	14545	13
367.891	739	2253231	66558	24
158.025	768	2022044	7837	21
458.948	688	1318589	2619	16
530.031	78	2394175	120692	2
317.406	712	2321041	31793	21
553.762	538	638657	16653	17
1.228.284	667	1665671	16627	19
518.497	806	461005	348513	29
151.797	7	2590065	2671	2
690.748	681	1527669	14727	24
312.406	72	359406	4392	23
428.501	679	1538354	15460	18
860.669	704	173073	40530	18
336.954	575	563192	6663	17
849.538	567	644975	14069	18
622.184	655	2340498	6665	21
17058	599	699185	5349	12
2.836.783	598	64078	54049	16
256.297	67	1462513	7911	17
194.815	676	555131	2167	2
108.732	762	2490208	6829	18
700.533	703	7167911	2526	28
40346	545	596022	9320	12
503.471	731	5546168	2579	23
2.589.407	565	575803	18483	15
92.926	728	2497799	2859	25
2.972.109	551	595882	19502	16
476.542	649	1800302	7083	18
5.687.037	752	2357022	332020	34
185.973	604	1082981	27590	17
21.938.592	588	854342	34176	16
50377	645	895383	5185	14
512.849	647	1881603	3456	15
261.651	632	73968	4428	11
363.926	742	3320679	12040	24
826.344	64	1465297	12477	22
3.227.627	7	1412005	50168	17
253.519	629	1517427	2307	19
1.621.784	565	616584	37816	16
2.507.319	666	249262	7820	24
653.541	705	13950	11236	22
248.954	78	4756543	57910	29
792.044	563	906167	48214	19
1.213.546	75	2127597	50042	18
935.872	696	1691067	4694	18
1.899.506	67	1552172	8896	17
412.021	673	1652291	6644	17
218.433	602	638863	39025	15
38243	66	2511483	26566	18
6.590.531	538	60468	41120	21
4.115.511	633	1112616	70618	19
208.349	735	2136969	4203	19
467.813	546	482705	10477	17
2.679.074	558	719333	34278	19
1.405.028	701	2654476	23998	21
195.611	683	112698	6018	14
4.274.218	661	3450752	6266	26
592.289	623	877137	15459	15
596.659	732	1840593	36068	16
89.084	734	1201423	10254	15
67.093	712	1902958	2151	23
173.817	697	1634587	3733	19
1.332.672	66	1359942	4700	16
2.816.616	589	832569	16517	18
108.366	713	2260858	24023	23
122.035	584	703588	10254	18
2.624.671	666	2398355	11773	19
46.169	597	929805	2567	14
5.469.182	668	2649712	24711	2
63.469	718	2159109	2919	21
445.476	562	50912	16214	16
523.142	532	632155	5535	16
88.504	746	3752405	13189	2
88.741	723	2150135	2216	18
229.845	653	1126075	10775	16
102.326	739	1920929	12204	18
1.055.553	699	2415469	9796	18
133.578	66	1326664	3888	2
195.931	742	4434742	3358	19
184.102	592	696684	4972	16
322.755	686	1494406	7019	19
705.046	692	1696019	17907	18
35.923	781	2912458	18623	2
289.209	542	563978	5577	13
301.865	637	1104079	7020	16
8.095.421	626	2854882	11945	16
1.850.487	678	274616	5764	17
123.427	683	807477	9052	18
896.849	612	548958	14760	18
3.936.455	537	600922	10951	16
228.327	574	698832	11938	17
389.976	561	834473	38044	17
4.934.414	67	2670089	21483	2
586.736	546	564993	15834	17
791.276	561	912897	17131	18
1.628.486	63	218873	4143	19
265.521	7	129206	7914	2
269.802	56	543727	6300	16
374.523	607	951177	17842	16
205.643	604	115363	26961	22
1.426.233	603	574827	22464	16
118.951	746	8585932	839	28
12211	754	5548583	4717	25
44.236.184	56	662988	40464	17
25.979	558	976995	5430	15
552.256	73	20729	15791	18
301.108	73	155664	19055	16
347.989	705	172461	2577	21
334.378	717	218943	7280	19
1.610.573	692	3478329	6801	23
334.089	702	1577139	15322	17
1.482.642	8	2898592	142546	31
1.568.884	602	651193	6540	15
627.612	575	713334	10898	21
296.188	724	4578934	5100	26
201.039	745	4257557	2228	3
211.864	778	3069829	32648	2
90.319	78	4376598	3709	27
128.992	674	1962367	3647	19
512.584	776	3054742	164163	25
209193	6	806683	124184	19
343.321	701	2840511	5687	19
16525	513	70178	10675	18
223.351	625	68077	4550	13
6.362.575	613	1366395	14689	18
2.509.694	674	1166525	16105	19
291.036	681	4910529	2943	21
641.467	684	1826102	2199	16
5.807.224	701	4773487	11864	2
3.916.502	614	1617931	24765	16
881.481	577	523593	8192	18
1.399.484	656	821496	32732	17
5.779.997	824	7397105	3039444	53
15.959.135	696	3587719	18688	23
195.176	737	1287431	5557	2
378.318	624	2441052	5003	18
123.072	701	2569297	3604	14
367.688	692	1089913	14889	18
159.786	547	1040173	8973	16
354.404	656	1547006	12838	18
172445	686	1758346	5499	17
106.276	574	643637	7465	15
61.559	592	970215	12720	15
105.689	71	7756613	2812	29
762.345	562	608202	50138	18
986.036	519	56649	8696	14
39902	597	751952	14107	18
2.267.326	515	712659	3823	21
93.846	619	722337	6457	15
1.288.477	591	855082	7182	15
148.857	54	810059	8322	2
663.429	647	1211221	48830	21
1.074.631	562	625416	36102	18
518.566	597	866027	15122	18
2.247.208	592	757297	10833	12
3.941.911	568	850672	64194	23
9.563.007	503	665728	99896	18
1.463.006	672	1729489	5817	18
105.381	699	1634265	4996	19
278.458	755	2116157	24092	2
2.370.495	57	558857	10974	19
1.101.374	74	2593443	23858	25
639.434	747	4230029	38863	24
2.207.612	656	1661531	69677	2
337.044	661	2423689	2539	18
283.223	795	4100342	128818	24
35615	658	1120225	11233	17
1.599.881	669	1014228	10594	16
93.187	593	623387	13085	17
219.487	613	1120668	19256	16
161.906	627	733224	4146	14
1.320.871	527	601004	57696	18
3.034.868	589	1563043	9664	15
1.005.168	552	1366864	28331	17
119591	667	1766222	19737	18
326.921	763	3817485	16841	25
895.456	71	3105419	9535	19
1.582.552	59	557762	23495	16
199.292	687	1323451	2583	14
251.921	627	702379	11135	14
689.234	565	69352	19464	18
2.437.326	574	527056	8108	19
1.473.964	548	527981	28306	24
2.545.441	556	674128	71979	18
247.047	704	1613711	3389	14
4.046.736	565	52373	21786	14
818.424	583	504135	15180	19
3.265.809	616	1371251	39044	17
5.225.186	672	2471309	24689	2
26642	735	6784579	4408	35
7.218.401	624	1092918	28335	18
752.187	689	1929771	21247	25
9.455.539	569	1089154	12820	13
150.168	602	1738364	21872	19
20896	692	374972	29292	22
512.435	561	640577	7841	1
222.027	581	628446	19312	17
452.925	611	798246	5570	17
1.031.409	648	2962195	6940	21
608.803	583	494909	10406	16
1.126.912	668	2793103	7935	18
31.915	748	3646711	68033	27
1.314.353	65	1834617	6224	18
448.735	686	3949278	204653	25
413.645	735	5122227	216030	18
368.206	674	1476727	14330	19
239.974	694	1705725	4352	19
260.234	738	838307	47877	32
1.657.706	623	957043	33856	15
984.285	735	3501265	77323	24
3.047.113	704	209201	34634	23
36899	788	389139	92587	32
1.961.778	646	1969699	6460	22
2.369.949	7	2272572	13552	22
24.593.031	708	1707752	91271	31
1.654.554	71	2216584	12002	24
61.381	741	979733	3710	15
422.751	727	1813055	1414	18
304.243	706	1974655	11646	18
695.672	578	1038377	9479	14
3.100.261	546	709977	23110	18
2.461.965	473	482465	32947	17
3.735.164	742	2477891	85495	22
193.068	587	1010064	10265	15
200.928	726	2510878	2691	24
521.134	698	8967842	8355	35
705.625	537	571758	8930	15
28799	764	1641613	32773	23
39993	647	129995	35139	2
954.749	7	1738648	57048	2
179.262	579	812786	20209	16
352.346	627	981398	2276	13
44.018	757	47494	127318	25
864.583	746	2297198	211649	2
22038	596	759948	3749	14
168.107	564	615941	17156	18
126.543	523	625896	7183	16
273.767	531	735476	10897	17
203.797	662	170856	5100	19
3.792.948	718	2072523	88507	2
468.215	72	1507404	19025	2
225101	73	382619	15287	26
610.983	637	965764	23817	14
540.908	546	797668	10058	18
156.039	706	1776891	11399	16
87765	542	459241	16106	14
542.531	728	1302578	44377	2
294.946	522	691683	28500	17
2.651.536	625	1382041	52853	18
643.661	584	74287	19006	2
1858	693	1827704	2911	19
271.724	748	8210114	17175	19
92028	742	1908596	17645	19
335.392	692	1692344	4245	16
253.352	729	1190267	4211	19
106.465	633	988856	5440	15
8.635.129	693	2448668	18505	26
26031	719	2728176	5042	27
174.839	728	2751906	6213	22
226.414	574	752172	6624	15
261.194	587	867924	3680	18
127.914	592	766084	7283	16
189.203	699	1619628	5064	2
1.228.583	71	1512209	68222	16
97.642	781	3209605	98223	28
463.344	627	6778799	18224	15
551.159	697	1312816	5695	22
131.386	728	16133898	73921	34
908.729	553	403904	11019	14
662.065	523	473537	19110	15
454.436	694	3721509	28870	3
514.364	562	626205	3497	15
565.899	679	1550842	62187	17
287.894	55	805477	3197	19
176.929	734	1120815	10444	19
270.264	546	882577	7510	17
94.357	562	659278	21526	14
83.038	617	1277541	4108	14
660.088	713	1901443	25655	21
121.945	566	834406	11055	18
14.231.783	643	1314942	10525	19
55.854	568	878809	6025	14
1.608.439	733	2721936	84900	19
711.414	687	1413435	14529	24
249.691	685	1209393	3703	19
467.083	588	894415	5684	18
458.311	573	634701	13713	14
141.817	722	1420213	8583	18
638.178	622	193922	3380	17
179.314	571	642448	5736	17
584.848	581	803153	33310	18
784.658	694	7101233	296893	41
223.001	69	1236454	3064	2
543.688	567	868559	6020	15
83999	565	94046	36644	19
528.688	689	2165254	22057	19
6.229.615	703	2585965	13694	21
1.679.434	697	2609937	66215	23
51.257	692	894964	156361	17
138.069	736	5787635	2733	24
1.208.647	697	1957238	6680	19
366.153	721	234168	25401	22
495.375	734	3410041	105347	24
163.388	725	2160331	7808	2
21232	726	1514079	78731	22
558.281	691	1911102	15124	17
